,id,date,shelter_name,City,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,CBSA,CBSA Code,Year,"Land Value (Per Acre, As-Is)","Land Value (1/4 Acre Lot, Standardized)",Land Share of Property Value,Home Price Appreciation (HPA),State
13,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2012,165200,45200,0.274,1.0,TX
14,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2013,195900,53600,0.303,1.073,TX
15,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2014,228500,62500,0.33,1.149,TX
16,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2015,284700,77900,0.376,1.2550000000000001,TX
17,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2016,352800,96500,0.428,1.366,TX
18,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2017,412500,112900,0.462,1.482,TX
19,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2018,470100,128600,0.483,1.614,TX
20,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2019,509600,139400,0.502,1.684,TX
21,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2020,570300,156000,0.526,1.798,TX
22,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2021,662400,181200,0.526,2.087,TX
23,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2022,848200,232100,0.557,2.528,TX
24,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2023,875100,239400,0.5650000000000001,2.568,TX
25,2,2023-08-01,Safe Haven,Dallas,TX,128,117,11,91.4,58,45,55,Summer,No issues reported,"Dallas, TX",19100,2024,892200,244100,0.5660000000000001,2.613,TX
26,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2012,2693000,546900,0.607,1.0,CA
27,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2013,3499700,710700,0.664,1.188,CA
28,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2014,4123100,837300,0.6930000000000001,1.34,CA
29,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2015,4850500,985000,0.723,1.5130000000000001,CA
30,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2016,5297300,1075800,0.737,1.62,CA
31,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2017,6180500,1255200,0.761,1.831,CA
32,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2018,7487700,1520600,0.788,2.142,CA
33,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2019,6940100,1409400,0.772,2.0260000000000002,CA
34,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2020,7309300,1484400,0.777,2.121,CA
35,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2021,8344400,1694600,0.78,2.411,CA
36,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2022,8929800,1813500,0.773,2.602,CA
37,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2023,8687100,1764200,0.771,2.541,CA
38,3,2025-04-27,Second Chance,San Jose,CA,190,144,46,75.8,56,52,48,Summer,Excellent condition,"San Jose, CA",41940,2024,9489900,1927200,0.782,2.734,CA
39,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2012,2693000,546900,0.607,1.0,CA
40,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2013,3499700,710700,0.664,1.188,CA
41,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2014,4123100,837300,0.6930000000000001,1.34,CA
42,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2015,4850500,985000,0.723,1.5130000000000001,CA
43,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2016,5297300,1075800,0.737,1.62,CA
44,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2017,6180500,1255200,0.761,1.831,CA
45,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2018,7487700,1520600,0.788,2.142,CA
46,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2019,6940100,1409400,0.772,2.0260000000000002,CA
47,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2020,7309300,1484400,0.777,2.121,CA
48,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2021,8344400,1694600,0.78,2.411,CA
49,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2022,8929800,1813500,0.773,2.602,CA
50,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2023,8687100,1764200,0.771,2.541,CA
51,4,2024-10-05,Harbor Home,San Jose,CA,115,7,108,6.1,63,48,52,Autumn,Needs maintenance,"San Jose, CA",41940,2024,9489900,1927200,0.782,2.734,CA
52,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2012,119500,31700,0.223,1.0,TX
53,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2013,133700,35500,0.23800000000000002,1.048,TX
54,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2014,144900,38400,0.246,1.101,TX
55,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2015,172400,45700,0.275,1.168,TX
56,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2016,213000,56500,0.322,1.233,TX
57,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2017,242200,64300,0.34700000000000003,1.303,TX
58,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2018,276200,73300,0.368,1.4020000000000001,TX
59,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2019,300700,79800,0.382,1.469,TX
60,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2020,344600,91400,0.41100000000000003,1.566,TX
61,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2021,385100,102200,0.399,1.799,TX
62,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2022,478800,127000,0.425,2.104,TX
63,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2023,493200,130800,0.437,2.108,TX
64,5,2024-09-15,Harbor Home,San Antonio,TX,155,65,90,41.9,21,48,52,Summer,No issues reported,"San Antonio, TX",41700,2024,484100,128400,0.427,2.116,TX
65,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2012,2693000,546900,0.607,1.0,CA
66,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2013,3499700,710700,0.664,1.188,CA
67,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2014,4123100,837300,0.6930000000000001,1.34,CA
68,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2015,4850500,985000,0.723,1.5130000000000001,CA
69,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2016,5297300,1075800,0.737,1.62,CA
70,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2017,6180500,1255200,0.761,1.831,CA
71,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2018,7487700,1520600,0.788,2.142,CA
72,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2019,6940100,1409400,0.772,2.0260000000000002,CA
73,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2020,7309300,1484400,0.777,2.121,CA
74,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2021,8344400,1694600,0.78,2.411,CA
75,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2022,8929800,1813500,0.773,2.602,CA
76,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2023,8687100,1764200,0.771,2.541,CA
77,6,2023-09-29,Harbor Home,San Jose,CA,81,61,20,75.3,41,51,49,Autumn,No issues reported,"San Jose, CA",41940,2024,9489900,1927200,0.782,2.734,CA
78,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2012,184400,45400,0.211,1.0,AZ
79,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2013,339800,83700,0.325,1.198,AZ
80,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2014,396400,97600,0.352,1.288,AZ
81,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2015,466000,114700,0.388,1.374,AZ
82,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2016,557400,137200,0.43,1.482,AZ
83,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2017,642700,158200,0.46,1.599,AZ
84,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2018,733100,180500,0.482,1.741,AZ
85,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2019,835000,205600,0.512,1.868,AZ
86,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2020,1021300,251400,0.556,2.101,AZ
87,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2021,1391200,342500,0.593,2.6830000000000003,AZ
88,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2022,1665700,410100,0.606,3.145,AZ
89,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2023,1562400,384700,0.595,3.004,AZ
90,7,2025-06-04,Safe Haven,Phoenix,AZ,261,108,153,41.4,26,44,56,Spring,High demand,"Phoenix, AZ",38060,2024,1606000,395400,0.596,3.084,AZ
91,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2012,203600,53400,0.28,1.0,TX
92,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2013,245100,64300,0.313,1.078,TX
93,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2014,299700,78600,0.34900000000000003,1.18,TX
94,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2015,348100,91300,0.381,1.258,TX
95,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2016,392400,102900,0.41100000000000003,1.314,TX
96,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2017,424900,111500,0.423,1.381,TX
97,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2018,447200,117300,0.425,1.446,TX
98,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2019,484100,127000,0.44,1.514,TX
99,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2020,549900,144200,0.47100000000000003,1.606,TX
100,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2021,617100,161900,0.46900000000000003,1.809,TX
101,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2022,721500,189200,0.467,2.124,TX
102,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2023,776200,203600,0.488,2.187,TX
103,8,2023-11-09,Sunrise Shelter,Houston,TX,105,83,22,79.0,51,52,48,Autumn,Under inspection,"Houston, TX",26420,2024,803900,210800,0.495,2.233,TX
104,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2012,203600,53400,0.28,1.0,TX
105,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2013,245100,64300,0.313,1.078,TX
106,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2014,299700,78600,0.34900000000000003,1.18,TX
107,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2015,348100,91300,0.381,1.258,TX
108,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2016,392400,102900,0.41100000000000003,1.314,TX
109,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2017,424900,111500,0.423,1.381,TX
110,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2018,447200,117300,0.425,1.446,TX
111,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2019,484100,127000,0.44,1.514,TX
112,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2020,549900,144200,0.47100000000000003,1.606,TX
113,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2021,617100,161900,0.46900000000000003,1.809,TX
114,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2022,721500,189200,0.467,2.124,TX
115,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2023,776200,203600,0.488,2.187,TX
116,9,2025-07-09,Safe Haven,Houston,TX,241,179,62,74.3,21,67,33,Spring,High demand,"Houston, TX",26420,2024,803900,210800,0.495,2.233,TX
117,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2012,815400,244900,0.463,1.0,CA
118,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2013,1082500,325100,0.527,1.166,CA
119,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2014,1242800,373300,0.553,1.276,CA
120,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2015,1371000,411800,0.5730000000000001,1.359,CA
121,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2016,1527300,458700,0.596,1.455,CA
122,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2017,1717900,516000,0.619,1.576,CA
123,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2018,1960900,588900,0.641,1.738,CA
124,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2019,2035400,611300,0.645,1.792,CA
125,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2020,2263800,679900,0.662,1.941,CA
126,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2021,2795600,839600,0.68,2.335,CA
127,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2022,3288400,987600,0.6950000000000001,2.688,CA
128,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2023,3404500,1022500,0.705,2.742,CA
129,10,2024-02-16,Pathway Place,San Diego,CA,181,96,85,53.0,24,56,44,Spring,No issues reported,"San Diego, CA",41740,2024,3672600,1103000,0.717,2.91,CA
130,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2012,203600,53400,0.28,1.0,TX
131,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2013,245100,64300,0.313,1.078,TX
132,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2014,299700,78600,0.34900000000000003,1.18,TX
133,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2015,348100,91300,0.381,1.258,TX
134,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2016,392400,102900,0.41100000000000003,1.314,TX
135,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2017,424900,111500,0.423,1.381,TX
136,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2018,447200,117300,0.425,1.446,TX
137,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2019,484100,127000,0.44,1.514,TX
138,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2020,549900,144200,0.47100000000000003,1.606,TX
139,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2021,617100,161900,0.46900000000000003,1.809,TX
140,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2022,721500,189200,0.467,2.124,TX
141,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2023,776200,203600,0.488,2.187,TX
142,11,2024-02-27,Recovery Residence,Houston,TX,152,134,18,88.2,54,61,39,Summer,High demand,"Houston, TX",26420,2024,803900,210800,0.495,2.233,TX
143,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2012,300500,73400,0.291,1.0,IL
144,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2013,342300,83600,0.311,1.067,IL
145,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2014,400600,97900,0.34,1.1400000000000001,IL
146,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2015,440300,107500,0.357,1.195,IL
147,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2016,505100,123400,0.389,1.2590000000000001,IL
148,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2017,559500,136700,0.40900000000000003,1.324,IL
149,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2018,598300,146100,0.41600000000000004,1.393,IL
150,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2019,620300,151500,0.42,1.431,IL
151,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2020,676400,165200,0.436,1.502,IL
152,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2021,724700,177000,0.423,1.6600000000000001,IL
153,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2022,763200,186400,0.41100000000000003,1.799,IL
154,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2023,874100,213500,0.446,1.9000000000000001,IL
155,12,2024-04-10,Harbor Home,Chicago,IL,270,147,123,54.4,37,63,37,Spring,Needs maintenance,"Chicago, IL",16980,2024,1004700,245400,0.47700000000000004,2.039,IL
156,13,2024-11-06,HomeSafe,Dallas,TX,96,29,67,30.2,47,66,34,Winter,Overcrowded,"Dallas, TX",19100,2012,165200,45200,0.274,1.0,TX
157,13,2024-11-06,HomeSafe,Dallas,TX,96,29,67,30.2,47,66,34,Winter,Overcrowded,"Dallas, TX",19100,2013,195900,53600,0.303,1.073,TX
